University,Department,Overall_Pay,LW_Ratio,Academic_Year,Program_Year,12_M_Gross_Pay,9_M_Gross_Pay,3_M_Gross_Pay,Fees
Stony Brook University - SUNY,Biochemistry and Structural Biology,27499,0.98,2019-2020,1st,29199,,,1700
Stony Brook University - SUNY,computer science,40000,1.43,2019-2020,1st,,30000,10000,
Stony Brook University - SUNY,Geosciences,31000,1.11,2019-2020,1st,31000,,,
Stony Brook University - SUNY,Linguistics/PhD,19360,0.69,2019-2020,1st,,19360,,
Stony Brook University - SUNY,School of Marine and Atmospheric Sciences,28956,1.04,2018-2019,3rd,29706,,,750
Stony Brook University - SUNY,Chemistry,2000,0.07,2018-2019,1st,2000,,,
Stony Brook University - SUNY,Political Science,24300,0.87,2018-2019,,,26000,,1700
Stony Brook University - SUNY,Chemistry,29300,1.05,2018-2019,3rd,30000,,,700
Stony Brook University - SUNY,Linguistics,18000,0.64,2017-2018,1st,19500,,,1500
Stony Brook University - SUNY,computer science,33560,1.2,2017-2018,1st,,23560,10000,
Stony Brook University - SUNY,Physics,25900,0.93,2016-2017,4th,27500,,,1600
Stony Brook University - SUNY,Biomedical engineering,28000,1,2017-2018,1st,29000,,,1000
Stony Brook University - SUNY,Materials Science and Engineering,22800,0.82,2017-2018,1st,24500,,,1700
Stony Brook University - SUNY,Medical Scientist Training Program,26304,0.94,2016-2017,6th and up,28000,,,1696
Stony Brook University - SUNY,English ,21000,0.75,2017-2018,,21000,,,
Stony Brook University - SUNY,Psychology ,33000,1.18,2017-2018,1st,33000,,,
Stony Brook University - SUNY,Psychology ,30000,1.07,2016-2017,,20000,,,50000
Stony Brook University - SUNY,Electrical Engineering,18000,0.64,2017-2018,1st,,20000,,2000
Stony Brook University - SUNY,English,18500,0.66,2017-2018,1st,20000,,,1500
Stony Brook University - SUNY,Computer Science,33000,1.18,2016-2017,1st,33000,,,
Stony Brook University - SUNY,applied mathematics and statistics,18000,0.64,2016-2017,1st,,20000,,2000
Stony Brook University - SUNY,Chemical Engineering,16000,0.57,2016-2017,1st,22000,,,38000
Stony Brook University - SUNY,Computer Science,27000,0.97,2015-2016,2nd,28500,,,1500
Stony Brook University - SUNY,Geosciences,28270,1.04,2014-2015,1st,29370,,,1100
Stony Brook University - SUNY,Political Science,16500,0.59,2016-2017,1st,,18000,,1500
Stony Brook University - SUNY,political science,24000,0.86,2016-2017,1st,24000,,,
Stony Brook University - SUNY,Computer Science,20532,0.76,2013-2014,1st,,17145,4000,613
Stony Brook University - SUNY,Computer Science,16528,0.61,2013-2014,1st,,17145,,617
Stowers Institute,,36000,,2016-2017,1st,36000,,,
Stowers Institute for Medical Research,,37080,,2022-2023,4th,37080,,,
Strathclyde,Chemistry,18907,,2018-2019,1st,18907,,,
SUNY College of Environmental Science and Forestry,Environmental and Forest Biology,20000,0.94,2023-2024,1st,20000,,,
SUNY College of Environmental Science and Forestry,ERE,22000,1.03,2022-2023,,24000,,,2000
SUNY College of Environmental Science and Forestry,GPES,24280,1.14,2022-2023,3rd,25000,,,720
SUNY College of Environmental Science and Forestry,EFB,12288,0.58,2019-2020,1st,,12288,,
SUNY College of Environmental Science and Forestry,Environmental and Forest Biology,10760,0.5,2018-2019,3rd,,12060,,1300
SUNY College of Environmental Science and Forestry,EFB,30900,1.45,2016-2017,4th,32000,,,1100
SUNY College of Environmental Science and Forestry,Environmental and Forest Biology,12460,0.58,2017-2018,1st,,13200,,740
SUNY College of Environmental Science and Forestry,Chemistry,21000,0.98,2016-2017,1st,,16500,5000,500
SUNY Downstate Medical Center,Neural and Behavioral Sciences,39028,1.31,2024-2025,,39028,,,
SUNY Downstate Medical Center,,27600,0.93,2020-2021,3rd,27600,,,
SUNY Downstate Medical Center,neurphysiology,52000,1.75,2017-2018,1st,52000,,,
SUNY Polytechnic Institute,,26700,,2016-2017,,26700,,,
SUNY Upstate Medical Center,Neuroscience,31700,1.48,2022-2023,2nd,32000,,,300
SUNY Upstate Medical Center,Cell and Developmental Biology/College of Graduate Studies,24780,1.16,2016-2017,6th and up,25010,,,230
Swiss Federal Institute of Technology in Zurich,Electrical Engineering ,69500,,2013-2014,3rd,70000,,,500
Sydney,Psychology/PhD,18070,,2018-2019,,18290,,,220
Syracuse University,Anthropology,28000,1.31,2024-2025,1st,,28000,,
Syracuse University,School of Information Studies/Information Science and Technology ,29120,1.36,2024-2025,2nd,,29120,,
Syracuse University,Computer Science,1200,0.06,2022-2023,,1200,,,
Syracuse University,Psychology,22000,1.03,2023-2024,1st,,22000,,
Syracuse University,CISE PhD,22500,1.05,2023-2024,1st,,22500,,
Syracuse University,Chemical Engineering,22577,1.06,2023-2024,,,22577,,
Syracuse University,geography,44000,2.06,2022-2023,4th,47000,,,3000
Syracuse University,,24000,1.12,2022-2023,,,24000,,
Syracuse University,Chemistry ,26600,1.25,2023-2024,1st,32600,,,6000
Syracuse University,Chemistry ,26600,1.25,2023-2024,1st,32600,,,6000
Syracuse University,Mathematics,24290,1.14,2022-2023,4th,,24290,,
Syracuse University,iSchool,34000,1.59,2022-2023,5th,34000,,,
Syracuse University,Biology,31819,1.49,2022-2023,3rd,,28369,3500,50
Syracuse University,Biology,31819,1.49,2022-2023,,,28369,3500,50
Syracuse University,MFA,135000,6.32,2022-2023,,135000,,,
Syracuse University,Chemistry ,29500,1.38,2020-2021,2nd,,26000,3600,100
Syracuse University,Chemistry,29746,1.39,2021-2022,5th,,26520,3276,50
Syracuse University,School of Education ,21229,0.99,2022-2023,4th,,21229,,
Syracuse University,Chemical Engineering,21502,1.01,2022-2023,1st,,21502,,
Syracuse University,Physics,23897,1.12,2022-2023,1st,27326,,,3429
Syracuse University,Psychology,22675,1.06,2020-2021,2nd,,22775,,100
Syracuse University,Philosophy,22104,1.04,2021-2022,1st,,22104,,
Syracuse University,public admin,22250,1.04,2022-2023,1st,,22250,,
Syracuse University,Physics,26030,1.22,2022-2023,1st,26530,,,500
Syracuse University,Philosophy ,20700,0.97,2021-2022,5th,,23100,,2400
Syracuse University,Archaeology/Anthropology,19000,0.89,2020-2021,,,20000,,1000
Syracuse University,Biology,30442,1.43,2021-2022,2nd,,27542,3000,100
Syracuse University,,30000,1.4,2020-2021,4th,,24000,6000,
Syracuse University,Chemistry ,28600,1.34,2020-2021,4th,28600,,,
Syracuse University,Math,21746,1.02,2021-2022,2nd,,21746,,
Syracuse University,Psychology,22750,1.07,2021-2022,1st,,22750,,
Syracuse University,Sociology ,2600,0.12,2019-2020,1st,,2600,,
Syracuse University,English,19400,0.91,2020-2021,6th and up,,19500,,100
Syracuse University,psychology,15000,0.7,2021-2022,2nd,15000,,,
Syracuse University,Business,32000,1.5,2020-2021,1st,32000,,,
Syracuse University,,28500,1.33,2020-2021,,,24000,4500,
Syracuse University,geography,25533,1.2,2020-2021,1st,,21000,4533,
Syracuse University,Computer Science,20366,0.95,2020-2021,1st,,20366,,
Syracuse University,political science ,21000,0.98,2020-2021,1st,21000,,,
Syracuse University,Music M.M. Conducting,15453,0.72,2019-2020,2nd,,15453,,
Syracuse University,Physics,22000,1.03,2018-2019,2nd,22000,,,
Syracuse University,Sociology ,21000,0.98,2018-2019,,,21000,,
Syracuse University,Political Science,22850,1.07,2018-2019,3rd,,19850,3000,
Syracuse University,Political Science,19850,0.93,2018-2019,4th,,19850,,
Syracuse University,political science,24400,1.14,2019-2020,1st,,20400,4000,
Syracuse University,political science,20400,0.96,2019-2020,1st,20400,,,
Syracuse University,,25900,1.21,2018-2019,3rd,26000,,,100
Syracuse University,Religion,20300,0.95,2019-2020,1st,,20300,,
Syracuse University,Human development and family science,15150,0.71,2018-2019,1st,,15450,,300
Syracuse University,Information Science,29250,1.37,2019-2020,1st,31000,,,1750
Syracuse University,Information Science,29250,1.37,2018-2019,1st,31000,,,1750
Syracuse University,iSchool,22000,1.03,2018-2019,2nd,23000,,,1000
Syracuse University,Public Administartion,23500,1.1,2018-2019,3rd,,23500,,
Syracuse University,,10700,0.5,2017-2018,1st,,18700,,8000
Syracuse University,Mathematics,21500,1.01,2017-2018,5th,,21500,,
Syracuse University,Mathematics,20000,0.94,2017-2018,3rd,,20000,,
Syracuse University,Mathematics,18500,0.87,2017-2018,1st,,18500,,
Syracuse University,Communication and Rhetorical Studies,15026,0.7,2016-2017,1st,,15076,,50
Syracuse University,School of Information Studies,22500,1.05,2017-2018,2nd,,23000,,500
Syracuse University,Psychology,17000,0.8,2017-2018,2nd,,17000,,
Syracuse University,Civil / PhD,18000,0.84,2017-2018,1st,,18000,,
Syracuse University,Electrical Engineering and Computer Science,22000,1.03,2016-2017,1st,,18000,,40000
Syracuse University,dentist,40000,1.87,2016-2017,,50000,,,10000
Syracuse University,Biomedical and Chemical Engineering,29810,1.58,2014-2015,1st,30000,,,190
Syracuse University,english,3800,0.18,2016-2017,,,10500,,6700
Syracuse University,Political science ,28960,1.36,2016-2017,2nd,,25000,4000,40
Syracuse University,English,15479,0.72,2016-2017,,15479,,,
Syracuse University,Political Science,17312,0.81,2015-2016,1st,,18100,,788
Syracuse University,Biology PhD program,26080,1.22,2015-2016,1st,,26080,,
Tallinn University of Technology,Computer systems,19240,,2020-2021,5th,24840,,,5600
Tata Institute of Fundamental Research India,,4471,,2016-2017,2nd,4471,,,
Teachers College Columbia University,Communication Sciences and Disorders,24024,,2021-2022,3rd,25000,,,976
Teachers College Columbia University,Couneling Psychology,22778,,2021-2022,3rd,,25000,,2222
Teachers College Columbia University,Couneling Psychology,247778,,2021-2022,3rd,,250000,,2222
Teachers College Columbia University,Developmental Psychology,24000,,2020-2021,4th,25000,,,1000
Teachers College Columbia University ,Communication Sciences and Disorders ,25000,,2019-2020,,25000,,,
Teachers College Columbia University (CU) ,Human development ,24500,,2017-2018,1st,25000,,,500
Technical University of Denmark,Wind Energy,56000,,2017-2018,3rd,56000,,,
Technion,Chemical Engineering,30000,,2020-2021,1st,20000,,,50000
Tel Aviv University ,Cell Biology and Biotechnology ,40000,,2018-2019,5th,40000,,,
Temple University,Media and Communications,18500,,2017-2018,1st,,18500,,
Temple University,English,15000,,2008-2009,5th,15000,,,
Temple University (TU),Clinical Psychology,30160,1.25,2023-2024,3rd,31160,,,1000
Temple University (TU),Mathematics,33033,1.37,2023-2024,5th,33333,,,300
Temple University (TU),History,25800,1.07,2024-2025,1st,,26000,,200
Temple University (TU),History/PhD,2400,0.1,2024-2025,1st,,2600,,200
Temple University (TU),Chemistry,34667,1.44,2024-2025,1st,34667,,,
Temple University (TU),Mechanical Engineering ,33667,1.4,2023-2024,1st,33667,,,
Temple University (TU),Physics,32033,1.33,2023-2024,1st,33333,,,1300
Temple University (TU),Pharmacy,125000,5.18,2023-2024,,,,,125000
Temple University (TU),CEHD,33333,1.38,2023-2024,1st,33333,,,
Temple University (TU),Philosophy,29250,1.21,2022-2023,2nd,30000,,,750
Temple University (TU),Philosophy,34000,1.41,2023-2024,3rd,34000,,,
Temple University (TU),biomedical science,1000,0.04,2024-2025,1st,,1000,,
Temple University (TU),biomedical science,1000,0.04,2024-2025,5th,,1000,,
Temple University (TU),biomedical,,0,2023-2024,5th,,,,
Temple University (TU),,,0,2023-2024,5th,,,,
Temple University (TU),,,0,2023-2024,5th,,,,
Temple University (TU),,33500,1.39,2023-2024,1st,33500,,,
Temple University (TU),Business ,30600,1.27,2022-2023,1st,32000,,,1400
Temple University (TU),Business,33000,1.37,2022-2023,1st,33000,,,
Temple University (TU),Psychology ,24000,1,2022-2023,5th,24000,,,
Temple University (TU),Public Health,18000,0.75,2015-2016,2nd,,18000,,
Temple University (TU),Psychology,27461,1.14,2021-2022,3rd,27787,,,326
Temple University (TU),Psychology,20677,0.86,2020-2021,,,20840,,163
Temple University (TU),Philosophy,30000,1.24,2021-2022,1st,30000,,,
Temple University (TU),chemistry,29000,1.2,2022-2023,1st,29000,,,
Temple University (TU),History,19527,0.81,2020-2021,3rd,,19527,,
Temple University (TU),Music Education,18500,0.77,2021-2022,2nd,,19000,,500
Temple University (TU),Political Science,19200,0.8,2020-2021,1st,,20000,,800
Temple University (TU),Earth and Environmental Science,31700,1.31,2021-2022,4th,32000,,,300
Temple University (TU),Biomedical Sciences,29200,1.21,2021-2022,1st,30000,,,800
Temple University (TU),Developmental Psychology phd,20521,0.85,2020-2021,2nd,,20840,,319
Temple University (TU),Chemistry,28650,1.19,2020-2021,2nd,28850,,,200
Temple University (TU),CIS,27617,1.15,2020-2021,1st,50000,,,22383
Temple University (TU),Business,28600,1.19,2021-2022,1st,30000,,,1400
Temple University (TU),chemistry,27320,1.13,2020-2021,4th,28000,,,680
Temple University (TU),Computer Science,26300,1.09,2020-2021,5th,27000,,,700
Temple University (TU),HRM,28800,1.19,2020-2021,2nd,30000,,,1200
Temple University (TU),Engineering,26500,1.1,2020-2021,3rd,,20240,6600,340
Temple University (TU),Physics,28980,1.2,2019-2020,1st,30000,,,1020
Temple University (TU),Clinical Psychology,25000,1.04,2020-2021,1st,25000,,,
Temple University (TU),Mathematics,30000,1.24,2020-2021,1st,30000,,,
Temple University (TU),Art History,15000,0.71,2011-2012,1st,,15000,,
Temple University (TU),mechanical engineering,24479,1.02,2018-2019,1st,,19211,6403,1135
Temple University (TU),Physics,25674,1.06,2018-2019,,26000,,,326
Temple University (TU),Psychology,26100,1.08,2019-2020,1st,,19739,6561,200
Temple University (TU),Chemistry,26200,1.09,2018-2019,1st,26500,,,300
Temple University (TU),mechanical engineering,25614,1.06,2018-2019,1st,,19211,6403,
Temple University (TU),Business,30000,1.24,2019-2020,1st,30000,,,
Temple University (TU),Business,30000,1.24,2019-2020,5th,30000,,,
Temple University (TU),Statistics,18606,0.77,2018-2019,4th,,19000,,394
Temple University (TU),Chemistry,31400,1.3,2018-2019,1st,32000,,,600
Temple University (TU),Computer and Information Science,23370,0.97,2018-2019,3rd,24000,,,630
Temple University (TU),Chemistry PhD,31750,1.32,2017-2018,1st,32000,,,250
Temple University (TU),psychology,25000,1.04,2016-2017,4th,25000,,,
Temple University (TU),Political Science,18000,0.75,2017-2018,1st,18000,,,
Temple University (TU),Biomedical Sciences,28110,1.17,2016-2017,1st,29000,,,890
Temple University (TU),Music,16500,0.68,2016-2017,2nd,,16500,,
Temple University (TU),Psychology (BCS),24929,1.03,2017-2018,1st,24929,,,
Temple University (TU),Chemistry,18123,0.75,2016-2017,5th,,18285,,162
Temple University (TU),Philosophy,16620,0.69,2016-2017,,,17000,,380
Temple University (TU),Business School,26000,1.08,2016-2017,1st,26000,,,
Temple University (TU),English,16627,0.69,2016-2017,4th,,16927,,300
Temple University (TU),African American Studies ,16400,0.68,2016-2017,4th,,17000,,600
Temple University (TU),Physics ,25800,1.07,2016-2017,2nd,,18000,9000,1200
Temple University (TU),physics,20000,0.83,2016-2017,5th,,18000,3000,1000
Temple University (TU),Mathematics,23505,0.97,2016-2017,,,18285,5920,700
Temple University (TU),Public Health: Environmental Health Sciences,20866,0.87,2016-2017,3rd,,17216,4000,350
Temple University (TU),political science,650,0.03,2016-2017,,,1750,,1100
Temple University (TU),Educational Psychology,25000,1.04,2016-2017,6th and up,25000,,,
Temple University (TU),Philosophy,16470,0.68,2016-2017,3rd,,16770,,300
Temple University (TU),Criminal Justice,25912,1.07,2016-2017,6th and up,,17604,8608,300
Temple University (TU),Urban Education,16689,0.69,2016-2017,3rd,,17604,,915
Temple University (TU),Fine art,14000,0.58,2015-2016,2nd,18000,,,4000
Temple University (TU),Anthropology ,20652,0.86,2016-2017,3rd,21000,,,348
Temple University (TU),Political Science ,16500,0.68,2016-2017,2nd,,17500,,1000
Temple University (TU),Department of Religion,19750,0.94,2014-2015,5th,,16000,4000,250
Temple University (TU),English,15789,0.65,2016-2017,3rd,,16059,,270
Temple University (TU),Political Science,17292,0.72,2015-2016,3rd,,17292,,
Temple University (TU),English / Creative Writing,15900,0.76,2012-2013,2nd,,15900,,
Temple University (TU),Electrical Engineering,20839,0.86,2016-2017,4th,21165,,,326
Temple University (TU),Political Science,21553,0.89,2015-2016,3rd,,17292,4261,
Temple University (TU),Political Science,24000,1,2016-2017,4th,24000,,,
Temple University (TU),Fox school of Business,30050,1.25,2016-2017,1st,30500,,,450
Temple University (TU),Accounting,37250,1.55,2016-2017,1st,38000,,,750
Temple University (TU),PhD Marketing,23500,0.97,2016-2017,1st,,23500,,
Temple University (TU),Physics,20085,0.83,2016-2017,,,18285,2000,200
Temple University (TU),Civil and Environmental Engineering,23833,1.14,2014-2015,1st,,17833,6000,
Temple University (TU),Biomedical Sciences,25810,1.23,2014-2015,,26500,,,690
Tennessee State University (TSU),Agriculture/Biology,14724,0.64,2020-2021,4th,24000,,,9276
Tennessee State University (TSU),Biology,15000,0.65,2020-2021,4th,24000,,,9000
Tennessee Technological University,Mechanical Engineering,17900,0.89,2019-2020,,18000,,,100
Test University,Test,26000,,2018-2019,1st,,26000,,
Texas A&ampM University - College Station,Mechanical Eng,24000,,2022-2023,3rd,24000,,,
Texas A&ampM University - College Station,veterinary school,24000,,2024-2025,1st,24000,,,
Texas A&ampM University - College Station,Aerospace Engineering,22500,,2024-2025,1st,22500,,,
